,Name,Link,Image,Brand,Best price,Normal price,Type of product,Category,Description,Ingredients,Available,Date
1080,Caluga con sabor a caramelo chocolate 300 g,https://www.santaisabel.cl/caramelo-chocolate-majami-300g/p,https://santaisabel.vtexassets.com/arquivos/ids/168861-750-750?width=750&height=750&aspect=true,Majami,NA,1399,Caramelos,Desayuno y Dulces,"Exquisitas Calugas con sabor a caramelo chocolate 300 g, perfectas para disfrutar dónde y cuándo quieras. Producidas con deliciosos y los más selectos ingredientes. Origen de producción: Polonia",NA,Yes,2022-09-26
1081,Café Dolce Gusto Cafe Au Lait 16 Cápsulas,https://www.santaisabel.cl/capsula-de-cafe-dolce-gusto-au-lait-160-g/p,https://santaisabel.vtexassets.com/arquivos/ids/177484-750-750?width=750&height=750&aspect=true,Dolce Gusto,NA,6749,Porciones por envase:,Desayuno y Dulces,"Café Nescafé Dolce Gusto Café Au Lait, con la intensidad del café Robusta y la suave cremosidad de la leche, crea una taza armoniosa y equilibrada, disfruta de su textura redonda, llena de notas de caramelo y de cereal tostado. Formato 16 Cápsulas",NA,Yes,2022-09-26
1082,Chocolate Fun Size 300 g,https://www.santaisabel.cl/chocolate-snickers-funsize-300-g-1651248/p,https://santaisabel.vtexassets.com/arquivos/ids/195493-750-750?width=750&height=750&aspect=true,Snickers,NA,5159,Chocolate Macizo,Desayuno y Dulces,"Snickers es una barrita de chocolate elaborada y distribuida por Mars Incorporated. Tiene un relleno de nougat y mantequilla de maní con una cobertura de caramelo y cacahuetes troceados, cubierto con chocolate con leche. Está considerada como la chocolatina más vendida de todos los tiempos.
Una bolsa de Snickers barras de chocolate perfectas para compartir con amigos y familia cuando necesites un snack para tus invitados.
Snickers Fun Size barras de chocolate geniales para piñatas, premios de chocolate e ingredientes para hacer postres. Snickers es una barrita de chocolate elaborada y distribuida por Mars Incorporated. Tiene un relleno de nougat y mantequilla de maní con una cobertura de caramelo y cacahuetes troceados, cubierto con chocolate con leche. Está considerada como la chocolatina más vendida de todos los tiempos.",NA,Yes,2022-09-26
1083,Galletas Grisbi rellenas crema de avellana 150 g,https://www.santaisabel.cl/galleta-classic-rellenas-de-avellanas-grisbi-vicenzi-150-g/p,https://santaisabel.vtexassets.com/arquivos/ids/163559-750-750?width=750&height=750&aspect=true,Vicenzi,NA,2199,Galletas Bañadas y Rellenas,Desayuno y Dulces,"Refinada y apetitosa selección de Galletas Grisbi rellenas crema de avellana 150 g, perfectas para disfrutar dónde y cuándo quieras. Producidas con deliciosos y los más selectos ingredientes. Origen de producción: Italia",NA,Yes,2022-09-26
1084,Caramelos Toffe Mint 405 g,https://www.santaisabel.cl/caramelo-ambrosoli-405-g-toffee-mint/p,https://santaisabel.vtexassets.com/arquivos/ids/180570-750-750?width=750&height=750&aspect=true,Ambrosoli,NA,2949,Caramelos,Desayuno y Dulces,"Tradicionales y deliciosos Caramelos Toffe Mint 405 g, perfectos para degustar y compartir en toda ocasión.",NA,Yes,2022-09-26
1085,Chocolate con almendras 160 g,https://www.santaisabel.cl/chocolate-con-almendras-carezza-160-g-2/p,https://santaisabel.vtexassets.com/arquivos/ids/180536-750-750?width=750&height=750&aspect=true,Carezza,NA,2149,Chocolate Macizo,Desayuno y Dulces,"Exquisito chocolate Carezza con almendras, especial para degustar su increíble sabor y disfrutarlo en compañía.",NA,Yes,2022-09-26
1086,Cereal Pillows chocolate 200 g,https://www.santaisabel.cl/cereal-chocolate-pillows-200-g-1924116/p,https://santaisabel.vtexassets.com/arquivos/ids/199537-750-750?width=750&height=750&aspect=true,Cola Cao,NA,NA,NA,Desayuno y Dulces,"Tipo de Producto
Cereal Sabor
Contenido
200 g
Cantidad
200 g
Variedad
Cereal Sabor",NA,No,2022-09-26
1087,Barra de chocolate cookies and cream 87 g,https://www.santaisabel.cl/barra-de-chocolate-cookies-and-cream-87-g-1777602/p,https://santaisabel.vtexassets.com/arquivos/ids/164929-750-750?width=750&height=750&aspect=true,Hershey'S,NA,1479,Barras de Cereal,Desayuno y Dulces,"Exquisita Barra de chocolate cookies and cream 87 g, especial para degustar su increíble sabor y compartirlo (o tal vez no) con esa persona tan importante para ti.",NA,Yes,2022-09-26
1088,Marshmallows trenzas 230 g,https://www.santaisabel.cl/marshmallows-trenzas-230-g/p,https://santaisabel.vtexassets.com/arquivos/ids/179850-750-750?width=750&height=750&aspect=true,Ambrosoli,NA,1619,Marshmallows,Desayuno y Dulces,"Deliciosos y tradicionales Trenza de malvavisco 250 g, perfectos para degustar y compartir en toda ocasión. Deliciosos y tradicionales Trenza de malvavisco 250 g, perfectos para degustar y compartir en toda ocasión.",NA,Yes,2022-09-26
1089,Chocolate Costa 120 g,https://www.santaisabel.cl/chocolate-costa-120-g/p,https://santaisabel.vtexassets.com/arquivos/ids/197157-750-750?width=750&height=750&aspect=true,Bambino,1099,1379,Chocolate Macizo,Desayuno y Dulces,"Delicioso chocolate, especial para disfrutar y compartirlo en todo momento. Elaborado en base los mejores ingredientes.",NA,Yes,2022-09-26
1090,Chocolate Excellence Leche 80 g,https://www.santaisabel.cl/chocolate-excellence-leche-80-g-978246/p,https://santaisabel.vtexassets.com/arquivos/ids/180830-750-750?width=750&height=750&aspect=true,Costa,NA,1869,Chocolate Macizo,Desayuno y Dulces,"Delicioso chocolate fino de leche. Producto certificado Kosher. Conocido como uno de los manjares más deliciosos y populares, el chocolate es utilizado para preparaciones dulces que pueden ir desde simples postres, hasta galletitas, tortas, masitas, helados, mousses, bombones, huevos de Pascua, productos de panadería, budines y mucho más. Delicioso chocolate fino de leche. Producto certificado Kosher. Conocido como uno de los manjares más deliciosos y populares, el chocolate es utilizado para preparaciones dulces que pueden ir desde simples postres, hasta galletitas, tortas, masitas, helados, mousses, bombones, huevos de Pascua, productos de panadería, budines y mucho más.",NA,Yes,2022-09-26
1091,Caramelos butter leche 130 g,https://www.santaisabel.cl/caramelos-butter-leche-130-g-268269/p,https://santaisabel.vtexassets.com/arquivos/ids/164876-750-750?width=750&height=750&aspect=true,Arcor,NA,919,Caramelos,Desayuno y Dulces,"Exquisitos Caramelos butter leche 130 g, fantásticos para degustarlos en toda ocasión. Compártelos con amigos y familiares.",NA,Yes,2022-09-26
1092,Caramelos Old England Toffee surtidos 450 g,https://www.santaisabel.cl/caramelos-old-england-toffee-surtidos-450-g-577645/p,https://santaisabel.vtexassets.com/arquivos/ids/180790-750-750?width=750&height=750&aspect=true,Ambrosoli,NA,2949,Caramelos,Desayuno y Dulces,"Tradicionales y deliciosos Caramelos Old England Toffee surtidos 450 g, perfectos para degustar y compartir en toda ocasión.",NA,Yes,2022-09-26
1093,Té super berries 8 bolsitas,https://www.santaisabel.cl/te-super-berries-8-bolsitas-1786253/p,https://santaisabel.vtexassets.com/arquivos/ids/188910-750-750?width=750&height=750&aspect=true,English Tea Shop,NA,1599,Porciones por envase:,Desayuno y Dulces,"El té bio de frutos rojos de English Tea Shop es 100% orgánico está hecho con arándanos, fresas y frambuesas con un delicioso sabor, ideal para el desayuno o la pausa de la tarde, contiene 20 bolsitas individuales, viene en un envase biodegradable.
Su planta de fabricación de té está ubicada en el corazón de Sri Lanka, lo que les permite confiar en tradiciones ancestrales que, durante siglos, han producido los mejores tés del mundo. El té bio de frutos rojos de English Tea Shop es 100% orgánico está hecho con arándanos, fresas y frambuesas con un delicioso sabor, ideal para el desayuno o la pausa de la tarde, contiene 20 bolsitas individuales, viene en un envase biodegradable.",NA,Yes,2022-09-26
1094,Caluga con sabor a caramelo 300 g,https://www.santaisabel.cl/caluga-caramelo-majami-300g/p,https://santaisabel.vtexassets.com/arquivos/ids/168860-750-750?width=750&height=750&aspect=true,Majami,NA,1399,Caramelos,Desayuno y Dulces,"Exquisitas Calugas con sabor a caramelo 300 g, perfectas para disfrutar dónde y cuándo quieras. Producidas con deliciosos y los más selectos ingredientes. Origen de producción: Polonia",NA,Yes,2022-09-26
1095,Chocolate cookies & cream 145 g,https://www.santaisabel.cl/chocolate-muibon-cookies-cream-145-g/p,https://santaisabel.vtexassets.com/arquivos/ids/159284-750-750?width=750&height=750&aspect=true,Muibon,1490,1979,Chocolate Macizo,Desayuno y Dulces,"Delicioso Chocolate Blanco con Galleta de Chocolate. Para disfrutar solo o acompañado, capaz de transformar un buen rato, en un Muibon momento.",NA,Yes,2022-09-26
1096,Té early grey 8 bolsitas,https://www.santaisabel.cl/te-early-grey-8-bolsitas-1786250/p,https://santaisabel.vtexassets.com/arquivos/ids/174662-750-750?width=750&height=750&aspect=true,English Tea Shop,NA,1399,Porciones por envase:,Desayuno y Dulces,"Té Early Grey de English Tea Shop es un té negro de Ceilán de alta calidad, con tentadores aromas de bergamota fresca para llevarte a tierras lejanas. Ingredientes: Té negro de Ceilán orgánico con sabor a bergamota natural.
Su planta de fabricación de té está ubicada en el corazón de Sri Lanka, lo que les permite confiar en tradiciones ancestrales que, durante siglos, han producido los mejores tés del mundo. Té Early Grey de English Tea Shop es un té negro de Ceilán de alta calidad, con tentadores aromas de bergamota fresca para llevarte a tierras lejanas. Ingredientes: Té negro de Ceilán orgánico con sabor a bergamota natural.",NA,Yes,2022-09-26
1097,Cereal En línea Trigo inflado sin azúcar 300 g,https://www.santaisabel.cl/cereal-en-linea-trigo-inflado-sin-azucar-300-g-1734081/p,https://santaisabel.vtexassets.com/arquivos/ids/190094-750-750?width=750&height=750&aspect=true,En Línea,NA,3239,Cereal Sabor,Desayuno y Dulces,"Ingredientes:
Trigo inflado, Jarabe de maltitol, Maltitol en polvo, Manteca de palma, Lecitina de soya, Stevia, Sucralosa. Ingredientes:",NA,Yes,2022-09-26
1098,Galletas Delicias Receta de la Abuela 220 g,https://www.santaisabel.cl/galletas-delicias-receta-de-la-abuela-220-g-1926087/p,https://santaisabel.vtexassets.com/arquivos/ids/205345-750-750?width=750&height=750&aspect=true,Arcor,NA,1959,Galletas Bañadas y Rellenas,Desayuno y Dulces,"Puede contener
Trazas de leche, maní, almendras, cebada.",NA,Yes,2022-09-26
1099,"Avena Vivo 600 g, Quinoa",https://www.santaisabel.cl/avena-vivo-600-g-quinoa-1651695/p,https://santaisabel.vtexassets.com/arquivos/ids/183998-750-750?width=750&height=750&aspect=true,Vivo,NA,2349,Avena,Desayuno y Dulces,Hojuelas de Avena Instantánea con Quinoa Insuflada. Una rica avena que no necesita cocción y que proporciona una buena fuente de fibra dietética. Hojuelas de Avena Instantánea con Quinoa Insuflada. Una rica avena que no necesita cocción y que proporciona una buena fuente de fibra dietética.,NA,Yes,2022-09-26
1100,Endulzante 100% sucralosa 300 tabletas,https://www.santaisabel.cl/endulzante-sucralosa-natura-list-300-tabletas/p,https://santaisabel.vtexassets.com/arquivos/ids/158236-750-750?width=750&height=750&aspect=true,Naturalist,NA,2229,Sucralosa,Desayuno y Dulces,"NATURALIST 100% SUCRALOSA 180, 270 Y 450 ML
Úsalo en todas tus bebidas calientes y frías, y en recetas como mousse, bavaroise, y otros.
5 gotitas de Naturalist 100% sucralosa líquida equivalen a 1 cucharadita de azúcar común.
NATURALIST 100% SUCRALOSA 150, 300, 500 Y 900 TABLETAS
Ideal para endulzar tus bebidas calientes y frías, y todas tus preparaciones.
1 tableta de Naturalist 100% sucralosa equivale a 1 cucharadita de azúcar común.
* IMPORTANTE: Estos productos contienen lactosa y no son aptos para veganos.
NATURALIST 100% SUCRALOSA 500 TABLETAS SIN LACTOSA
Únicas tabletas de sucralosa SIN LACTOSA del mercado. Ideal para endulzar tus bebidas calientes y frías, y todas tus preparaciones.
1 tableta de Naturalist 100% sucralosa equivale a 1 cucharadita de azúcar común.
NATURALIST 100% SUCRALOSA 120 SOBRES
Su formato es práctico, cómodo, fácil de transportar y además se disuelve muy fácilmente. Ideal para endulzar tus bebidas calientes y frías, y todas tus preparaciones.
1 sobre Naturalist 100% sucralosa equivale a 2 cucharaditas de azúcar común. Úsalo en todas tus bebidas calientes y frías, y en recetas como mousse, bavaroise, y otros.",NA,Yes,2022-09-26
1101,Endulzante 100% stevia 180 ml,https://www.santaisabel.cl/endulzante-100-stevia-180-ml-1507719/p,https://santaisabel.vtexassets.com/arquivos/ids/188897-750-750?width=750&height=750&aspect=true,Naturalist,NA,4059,Stevia,Desayuno y Dulces,"Naturalist 100% stevia es un excelente complemento natural, ideal para endulzar todo tipo de infusiones y bebidas, ya sea calientes o frías. Es libre de calorías, azúcares, fructosa, sodio y glúten. Es un formato práctico y conveniente ideal para familias medianas. 5 gotitas de Naturalist stevia equivalen a 1 cucharadita de azúcar común.",NA,Yes,2022-09-26
1102,Bombones de chocolate Trencito rellenos 142g,https://www.santaisabel.cl/bombones-mixtos-142-g-1869252/p,https://santaisabel.vtexassets.com/arquivos/ids/186263-750-750?width=750&height=750&aspect=true,Trencito,NA,3749,NA,Desayuno y Dulces,"Bombones de chocolate de leche Trencito rellenos, descubre la nueva forma de disfrutar tu chocolate de siempre: Trencito Bombones. Bombones de chocolate de leche Trencito con dos suaves e irresistibles rellenos: crema de leche y crema sabor chocolate de leche. Una deliciosa forma de compartir con la familia y amigos, son 12 exquisitos bombones mixtos. Formato 142g",NA,Yes,2022-09-26
1103,Chocolate praliné con nuez 100 g,https://www.santaisabel.cl/chocolate-praline-con-nuez-100-g-751811/p,https://santaisabel.vtexassets.com/arquivos/ids/164828-750-750?width=750&height=750&aspect=true,Schogetten,NA,1699,Chocolate Macizo,Desayuno y Dulces,"Nuestros chocolates Schogetten llevan más de medio siglo seduciendo a los golosos pieza a pieza. ¡Únase a nosotros en nuestro viaje en el tiempo, desde 1962 hasta el presente
Pieza a pieza, delicado relleno de crema de praliné noisettes con nueces. Nuestros chocolates Schogetten llevan más de medio siglo seduciendo a los golosos pieza a pieza. ¡Únase a nosotros en nuestro viaje en el tiempo, desde 1962 hasta el presente",NA,Yes,2022-09-26
1104,Dulce sin leche Alternative 400 g,https://www.santaisabel.cl/dulce-sin-leche-alternative-400-g-1879035/p,https://santaisabel.vtexassets.com/arquivos/ids/190087-750-750?width=750&height=750&aspect=true,Vilay,NA,2999,NA,Desayuno y Dulces,Fantástico para tus preparaciones favoritas. Degusta su increíble sabor. Ideal para disfrutarlo con la mejor compañía.,NA,Yes,2022-09-26
1105,Alfajores frambuesa 5 un.,https://www.santaisabel.cl/alfajores-frambuesa-5-un-1871199/p,https://santaisabel.vtexassets.com/arquivos/ids/177144-750-750?width=750&height=750&aspect=true,Nutrisa,NA,2390,Alfajores,Desayuno y Dulces,"Exquisito alfajor relleno con mermelada de frambuesa, sin azúcar, elaborado a base de pulpa de coco, avena, maíz y mandioca, ideal para una rica colación.",NA,Yes,2022-09-26
1106,Alimento en polvo frutilla 400 g,https://www.santaisabel.cl/alimento-en-polvo-cola-cao-bolsa-400-g-frutilla/p,https://santaisabel.vtexassets.com/arquivos/ids/163127-750-750?width=750&height=750&aspect=true,Cola Cao,NA,1799,NA,Desayuno y Dulces,"Ideal para iniciar el día con una rica y potente dosis de energía. Prepáralo a tu manera, ideal para toda ocasión.",NA,Yes,2022-09-26
1107,Estuche rolls nuts 210 g,https://www.santaisabel.cl/estuche-rolls-nuts-210-g-1783044/p,https://santaisabel.vtexassets.com/arquivos/ids/192970-750-750?width=750&height=750&aspect=true,Costa,2279,2699,Bombones,Desayuno y Dulces,"Rolls trae una deliciosa caja de bombones de chocolate de leche, con relleno y maní crocante. ¡Puro sabor para tu paladar!",NA,Yes,2022-09-26
1108,Té blanco 8 bolsitas,https://www.santaisabel.cl/te-blanco-8-bolsitas-1786252/p,https://santaisabel.vtexassets.com/arquivos/ids/185227-750-750?width=750&height=750&aspect=true,English Tea Shop,NA,1399,Té Blanco,Desayuno y Dulces,"El té bio blanco de English Tea Shop es 100% orgánico está hecho con hojas escogidas a mano, tiene un delicioso y suave sabor ideal para disfrutarlo frio o caliente, contiene 20 bolsitas individuales y viene en un envase biodegradable.
Su planta de fabricación de té está ubicada en el corazón de Sri Lanka, lo que les permite confiar en tradiciones ancestrales que, durante siglos, han producido los mejores tés del mundo. El té bio blanco de English Tea Shop es 100% orgánico está hecho con hojas escogidas a mano, tiene un delicioso y suave sabor ideal para disfrutarlo frio o caliente, contiene 20 bolsitas individuales y viene en un envase biodegradable.",NA,Yes,2022-09-26
1109,Galletas Santiago coco 800 g,https://www.santaisabel.cl/galletas-santiago-coco-800-g-1503054/p,https://santaisabel.vtexassets.com/arquivos/ids/174023-750-750?width=750&height=750&aspect=true,Santiago,NA,NA,NA,Desayuno y Dulces,"Tipo de Producto
Galletas Tradicionales",NA,No,2022-09-26
1110,Chocolate amargo naranja 70% cacao 100 g,https://www.santaisabel.cl/chocolate-amargo-naranja-70-cacao-100-g-270615/p,https://santaisabel.vtexassets.com/arquivos/ids/177224-750-750?width=750&height=750&aspect=true,Valor,NA,2399,Chocolate Macizo,Desayuno y Dulces,"Exquisito chocolate con naranja, compuesto en un 70% de cacao. Un producto sin gluten. De origen español.",NA,Yes,2022-09-26
1111,Té verde sencha japonés caja 40 g 20 bolsas,https://www.santaisabel.cl/te-verde-supremo-caja-40-g-20-bolsas-sencha-japones/p,https://santaisabel.vtexassets.com/arquivos/ids/171598-750-750?width=750&height=750&aspect=true,Supremo,NA,1699,Porciones por envase:,Desayuno y Dulces,"Fina selección del clásico té verde Sencha Japonés, que se caracteriza por su suave sabor y delicado aroma, por sus hojas traídas del lejano oriente. Al igual que los diferentes tipos de tés verdes, es rico en propiedades y beneficios antioxidantes.",NA,Yes,2022-09-26
