,Name,Link,Best price,Normal price,Type of product,Description,Ingredients,Available
609,Sopa cup vegetales 65 g,https://www.jumbo.cl/sopa-cup-sinomie-vegetales-65-gr-1899635/p,NA,$879,Fideos Instantáneos,"Disfruta de una deliciosa sopa de fideos instantánea, solo basta con unos minutos de calor para poder disfrutarla al máximo. Sabor vegetales.","Harina de trigo,  Aceite de palma,  Agua,  Sal,  Carbonatos de sodio,  Carbonatos de potasio,  Glutamato monosódico,  Azúcar,  Cebolla en polvo,  Ajo en polvo,  Cúrcuma en polvo,  Pimienta negra,  Pimienta blanca,  Anís estrella,  Albahaca,  Curry,  Ribonucleótidos disódicos,  Vegetales deshidratados en polvo,  Esencia sabor a vegetales,  Trigo,  Apio",1
610,Pan de queso waffle 200 g,https://www.jumbo.cl/pan-de-queso-waffle-forno-de-minas-200g-1893324/p,NA,$3.890,Pan de Queso,"Delicioso pan de queso tipo Waffle, para que puedas realizar tus mejores preparaciones de pastelería en casa. Lo mejor es que ¡está listo en solo 2 minutos!","Almidón de yuca,  Agua,  Leche cultivada,  Sal,  Cloruro de calcio,  Enzimas,  Huevo,  Aceite de soya,  Mantequilla (leche),  Leche entera en polvo,  Emulsionante mono y diglicéridos de ácidos grasos,  Emulsionante monoestearato de sorbitán,  Emulsionante ésteres de poliglicerol de ácidos grasos,  Soya,  Leche",1
611,Helado alto en proteínas café chocolate 360 g,https://www.jumbo.cl/hel-protein-ice-alt-en-prot-cafe-ch-360g-1871738/p,NA,$5.199,Helados Mix Sabores,Fantástico y delicioso Helado con alto contenido proteico. Ideal para disfrutarlo con tus seres queridos en toda ocasión.,NA,1
612,Helado Savory Veggie Vainilla Caramelo Multipack 4x75ml,https://www.jumbo.cl/helado-m-pack-veggie-caramelo-4x75ml-1893417/p,NA,$3.850,Helados Mix Sabores,"Helado Savory Veggie Paleta Vainilla Caramelo, ¡Exquisito helado con centro líquido de caramelo, cubierto con chocolate 60% de cacao e inclusiones de arroz inflado! Formato Multipack 4 unidades de 75ml. Apto para veganos y vegetarianos!","Agua,  Manteca de cacao,  Cacao en polvo,  Azúcar,  Emulsionante lecitina de girasol,  Crema de coco,  Jarabe de glucosa,  Colorante caramelo,  Saborizante idéntico a natural,  Espesante goma garrofín,  Harina de arroz,  Sal,  Extracto de malta (cebada),  Aceite vegetal de palma,  Proteína de arveja,  Inulina de achicoria,  Emulsionante esteres de propilenglicol de ácidos grasos,  Emulsionante mono y diglicéridos de ácidos grasos,  Espesante goma guar,  Espesante carragenina,  Saborizante artificial,  Saborizante natural,  Soya,  Gluten",1
613,Mousse chocolate praliné frambuesa vegano 140 g,https://www.jumbo.cl/mousse-choc-praline-fram-vegano-cuk-140g-1880308/p,$3.187,$3.750,Mousse,"Mezcla mousse (crema vegetal, leche de coco, cobertura vegana de chocolate, aceite de almendras y avellanas, azúcar y agar agar) y frambuesas.","Crema vegetal,  Leche de coco,  Cobertura vegana de chocolate,  Aceite de almendras,  Aceite de avellanas,  Azúcar,  Agar agar,  Frambuesas,  Soya,  Almendras,  Avellanas",1
614,Mousse chocolate naranja vegano 140 g,https://www.jumbo.cl/mousse-choc-naranja-vegano-cuk-140g-1880309/p,$3.187,$3.750,Mousse,"Mezcla mousse (crema vegetal, leche de coco, cobertura vegana de chocolate, azúcar, esencia naranja y agar agar.) y cobertura vegana de chocolate.","Crema vegetal,  Leche de coco,  Cobertura vegana de chocolate,  Azúcar,  Esencia naranja,  Agar agar,  Soya",1
615,Helado Frugele frambuesa limón manzana 2.4 L,https://www.jumbo.cl/hel-bresler-frugele-tri-fra-lim-man-2-4l-1862147/p,$3.890,$4.990,Helados Mix Sabores,Delicioso Helado Frugele frambuesa limón manzana 2.4 L. Perfecto para compartirlo con amigos o familiares. Bresler elabora sus productos en base a selectos ingredientes que dan como resultado helados de máxima calidad e increíble sabor.,"Agua,  Azúcar,  Jarabe de glucosa,  ácido cítrico,  Goma de semillas de algarrobo,  Goma guar,  Gelatina,  Alcohol potable,  Tartrazina,  Azul brillante fcf,  Propilenglicol,  Benzoato de sodio,  Saborizantes idénticos al natural,  Carmoisina",1
616,Pizza mediterránea vegana Vegetable Crust 411 g,https://www.jumbo.cl/pizza-mediterranea-colif-veg-daiya-411g-1858418/p,NA,$10.790,Mermeladas,"Preparado rápido y delicioso es  la nueva Pizza Mediterránea vegana de corteza vegetal y crocante. La combinación de los ingredientes de su masa vegetal y su cubierta de salsa de tomate, mozzarella, trozos de feta, tomate, aceitunas y cebolla roja, te ofrecen en cada mordisco un sabor rico y único. Vegano, sin gluten, sin lactosa, sin soya, libre de GMO, sin huevo.","Agua,  Coliflor,  Papa,  Espinaca,  Almidón de tapioca,  Harina de arroz,  Almidón de papa,  Harina de garbanzo,  Almidón de arroz,  Semilla de linaza molidas,  Aceite de oliva,  Azúcar de caña,  Levadura,  Psyllium,  Goma guar,  Sal de mar,  Agua filtrada,  Aceite de coco,  Aceite de canola,  Aceite de cártamo,  Saborizantes naturales vegetales,  Sal,  Proteína de garbanzo,  Fosfato de tricalcio,  ácido láctico,  Proteína de papa,  Camote,  Goma xantán,  Jugo de fruta,  Jugo de verdura,  Extracto de levadura,  Levadura inactiva,  Tomate,  Albahaca,  Pimienta negra,  Ajo,  Aceitunas",1
617,Pizza hierbas italianas vegana Vegetable Crust 381 g,https://www.jumbo.cl/pizza-hierbas-itali-colif-veg-daiya-381g-1858419/p,NA,$10.790,Caja,"Prepárate para esta delicia. La nueva Pizza 100% vegana de hierbas italianas con sucedáneo de queso y corteza vegetal crocante es lo que buscas. La combinación de los ingredientes de su masa de vegetales, y su cubierta de salsa de tomate y hierbas, parmesano, mozzarella, trozos de feta y hierbas italianas, te ofrecen en cada mordisco un sabor rico y único. Vegano, sin gluten, sin lactosa, sin soya, libre de GMO, sin huevo.","Agua,  Coliflor,  Papa,  Espinaca,  Almidón de tapioca,  Harina de arroz,  Almidón de papa,  Harina de garbanzo,  Almidón de arroz,  Semillas de linaza molidas,  Aceite de oliva,  Azúcar de caña,  Levadura,  Psyllium,  Goma guar,  Sal de mar,  Agua filtrada,  Aceite de coco,  Aceite de canola,  Aceite de cártamo,  Saborizantes naturales vegetales,  Sal,  Proteína de garbanzo,  Fosfato de tricálcico,  ácido láctico,  Proteína de papa,  Camote,  Almidón de arveja,  Goma xantan,  Extracto de levadura,  Levadura inactiva,  Tomate,  Albahaca,  Pimienta negra,  Ajo,  Orégano,  Perejil",1
618,Nuggets veganos de pollo 309 g,https://www.jumbo.cl/suc-de-nugget-de-pollo-veg-af-309g-1855363/p,NA,$7.390,Hamburguesas de Verduras,"Los Nuggets 100% veganos de Alpha Foods ponen sobre nuestra mesa el clásico y delicioso sabor de los Nuggets de pollo, totalmente a base de plantas y naturales. No extrañarás el pollo. Vegano, libre de GMO y Kosher. Contiene soya y trigo.","Agua,  Concentrado de proteína de soya,  Gluten de trigo,  Almidón de trigo,  Vitamina e,  Aceite de canola,  Maltodextrina,  Extracto de levadura,  Sal,  Goma arábiga,  Saborizantes naturales vegetales,  ácido cítrico,  Metilcelulosa,  Saborizante vegano natural,  Harina de trigo,  Almidón de maíz,  Azúcar,  Levadura,  Dextrosa,  Pirofosfato de ácido de sodio,  Bicarbonato de sodio,  Ajo en polvo,  Cebolla en polvo,  Aceite de girasol,  Soya,  Trigo",1
619,Mini helados cono mix 8 un. 400 g,https://www.jumbo.cl/hel-m-pack-cono-mix-8un-italgelato-400g-1849177/p,NA,$4.599,Helados Mix Sabores,Deliciosos mini helados cono de sabor a chocolate y crema. La combinación perfecta de origen italiano.,NA,1
620,Helado caramel macchiato 2.5 L,https://www.jumbo.cl/hel-trendy-caramel-macchiato-2-5lt-1858299/p,NA,$4.999,Helados Mix Sabores,Helado Caramel Macchiato 2.5 Lt Cassata Trendy. Deliciosos helados de Crema Americana y Frappe para disfrutar sólo o en compañía.,"Agua,  Azúcar (sulfito),  Manteca de palma fraccionada,  Aceite de soya,  Polisorbato 80,  Monodiglicéridos de ácidos grasos,  Propil galato,  Palmitato de ascorbilo,  ácido cítrico,  Leche descremada,  Suero de leche,  Maltodextrina,  Concentrado proteico de suero,  Suero de leche en polvo,  Jarabe de glucosa,  Leche descremada en polvo,  Emulsionante mono y diglicéridos de ácidos grasos,  Estabilizante cmc,  Estabilizante goma guar,  Estabilizante carragenina,  Antioxidante palmitato de ascorbilo,  Antioxidante tocoferol,  Saborizante idéntico a natural,  Colorante caramelo iv,  Sulfito amónico,  Saborizantes naturales,  Colorante artificial ponceau 4r,  Colorante artificial amarillo ocaso",1
621,Helado Savory Veggie Vainilla Almendras con salsa de Caramelo salado 318g,https://www.jumbo.cl/helado-veggie-vainilla-almendras-caramelo-salado-318-g/p,NA,$3.999,Helados Mix Sabores,"Helado Savory Veggie Vainilla Almendras y salsa de Caramelo salado, es un cremoso helado vegano hecho a base de ingredientes vegetales con inclusiones de almendra y salsa de caramelo salado. Sin gluten, sin lactosa y con envase de papel. Formato 318g","Agua,  Azúcar,  Crema de coco,  Jarabe de glucosa,  Colorante caramelo,  Saborizante idéntico a natural,  Espesante goma garrofín,  Almendras,  Proteína de arveja,  Inulina de achicoria,  Emulsionante ésteres de propilenglicol de ácidos grasos,  Emulsionante mono y diglicéridos de ácidos grasos,  Espesante goma guar,  Espesante carragenina,  Sal,  Saborizante artificial,  Saborizante natural,  Soya",1
622,Carne molida vegana Beef 454 g,https://www.jumbo.cl/sucedaneo-carne-molida-454-g/p,NA,$15.990,Chips Vegetales,"La deliciosa carne molida vegana en base a proteínas extraídas de plantas de Beyond Meat son ideales para preparas tus comidas o hamburguesas caseras al más rico estilo plant based. Perfecta para reemplazar la carne en tus comidas con el rico sabor de los productos Beyond Meat. Vegana, Sin Gluten, Sin Soya, Sin Colesterol, Libre de GMO (Sin Transgénicos), Kosher.","Agua,  Aislado de proteína de arveja,  Aceite de canola,  Aceite de coco refinado,  Proteína de arroz,  Saborizantes naturales vegetales,  Manteca de cacao,  Proteína de diente de dragón,  Metilcelulosa,  Almidón de papa,  Extracto de manzana,  Sal,  Cloruro de potasio,  Vinagre,  Concentrado de jugo de limón,  Lecitina de girasol,  Granada en polvo,  Colorante extracto de jugo de remolacha",1
623,Helado zero gelato menta chocolate 540 g,https://www.jumbo.cl/helado-zero-gelato-menta-chocolate-540-g/p,$6.312,$7.890,Helados Mix Sabores,"Delicioso helado producido en base a leche de arroz, reducido en calorías, sin gluten y lactosa. Perfecto para compartir viendo una entretenida película.","Agua,  Harina de arroz hidrolizada,  Fibra vegetal (inulina de achicoria),  Sorbitol,  Manteca vegetal de palma no hidrogenada,  Mono y diglicéridos de ácidos grasos,  Polidextrosa,  Maltodextrina,  Cacao,  Manteca de cacao,  Maltitol,  Lecitina de soya,  Estabilizante goma guar,  Eritritol,  Saborizante natural menta,  Colorante natural clorofila,  Estevia,  Soya",1
624,Helado zero gelato vainilla 540 g,https://www.jumbo.cl/helado-zero-gelato-vainilla-540-g/p,$6.312,$7.890,Helados Mix Sabores,"Helado zero gelato vainilla es libre de gluten, libre de lactosa y no trae azúcar añadida. Producto vegano.","Agua,  Fibra vegetal inulina,  Fibra vegetal de achicoria,  Fibra vegetal de acacia,  Fibra vegetal maíz,  Fibra vegetal baobab,  Arroz en polvo,  Eritritol,  Dátil,  Aceite de coco,  Maltodextrina,  Goma tara,  Pulpa deshidratada de baobab,  Proteína de arveja,  Semilla de vainilla,  ácido cítrico,  Saborizante natural vainilla,  Probiótico bacilus coagulans",1
625,Helado multipack maracuyá 5 un. 60 g,https://www.jumbo.cl/helado-multipack-maracuya-5-un-60-g/p,NA,$3.399,Helados Mix Sabores,"Disfruta del pack de 5 paletas sabor Maracuyá. Elaboradas en base a fruta natural, sin colorantes ni saborizantes artificiales.","Agua,  Azúcar,  Maracuyá,  Jarabe de glucosa,  Estabilizante mono y diglicéridos,  Estabilizante goma guar,  Estabilizante polisorbato 80,  Estabilizante carragenina,  Estabilizante goma tara,  ácido cítrico",1
626,Helado Mediterranean Mint 473 ml,https://www.jumbo.cl/helado-mediterranean-mint-473-ml/p,NA,$5.769,Helados Mix Sabores,El  helado de menta mediterránea está hecho con hojas de menta real que dejamos reposar durante 45 minutos para obtener el sabor a menta perfecto que se amplifica aún más con las motas de chocolate agridulce mezcladas en esta pinta icónica.,"Leche,  Azúcar,  Crema de leche,  Chocolate,  Dextrosa,  Grasa butírica,  Manteca de cacao,  Goma garrofín,  Extracto de vainilla,  Saborizante natural,  Chocolate procesado con álcali,  Lecitina de soya,  Extracto de menta,  Soya",1
627,Helado de agua vegano frutos rojos 385 g,https://www.jumbo.cl/helado-de-agua-vegano-frutos-rojos-artisan-385-g/p,NA,$4.999,Helados Mix Sabores,Un delicioso helado 100% vegetal y libre de leche. Maduración trabajada para construir una textura suave y cremosa de un helado convencional.,"Agua,  Azúcar,  Puré de frutilla,  Puré de grosella roja,  Puré de mora,  Puré de frambuesa,  Puré de arándano,  Dextrosa,  Fructosa,  Fibra vegetal,  Maltodextrinas,  Espesante celulosa,  Espesante cmc,  Espesante goma guar,  Espesante goma xantana,  Espesante mono y diglicéridos,  Espesante carragenina,  Sorbitol,  Propilenglicol,  Sal mirística,  Aromatizante natural",1
628,Helado cremoso 64 % chocolate 450 g,https://www.jumbo.cl/helado-cremoso-64-chocolate-artisan-450-g/p,NA,$4.999,Helados Mix Sabores,"Como explicarte lo delicioso y suave de este gelato, la calidad de su chocolate y la consistencia que se crea en boca de una cremosidad única! Es mejor que lo pruebes tu y nos cuentes qué te parece! No te olvides de los beneficios para la salud que tiene el chocolate, son varios! El 64% representa el porcentaje de derivados de cacao que contiene nuestro helado, por cualquier duda no es amargo.","Leche fluida natural entera,  Azúcar,  Crema de leche natural,  Espesante celulosa microcristalina,  Espesante carboximetilcelulosa,  Espesante carragenina,  Colorante indigotina,  Leche en polvo descremada,  Dextrosa,  Glucosa,  Espesante harina de algarrobo,  Espesante cmc,  Mono y diglicéridos,  Aromatizante natural,  Sal,  Proteínas lácteas,  Masa de cacao,  Manteca de cacao,  Saborizante natural vainilla,  Cacao en polvo,  Crema de leche,  Fibras vegetales,  Maltodextrinas,  Aceite de palma,  Aceite de coco,  Estabilizante goma guar,  Estabilizante esteres de glicerol de ácidos grasos y ácido acético,  Estabilizante datem,  Leche",1
629,Helado sin lactosa vegano almendras moka 420 g,https://www.jumbo.cl/helado-sin-lactosa-vegano-almendras-moka-420-g/p,NA,$4.999,Helados Mix Sabores,Un delicioso helado 100% vegetal y libre de leche. Maduración trabajada para construir una textura suave y cremosa de un helado convencional.,"Agua,  Almendras,  Azúcar,  Mono y diglicéridos de los ácidos grasos,  Aromas naturales,  Goma gellan,  Goma xantana,  Dextrosa,  Fructosa,  Glucosa,  Fibra vegetal,  Maltodextrinas,  Celulosa,  Cmc,  Goma guar,  Goma tara,  Mono y diglicéridos,  Carragenina,  Sorbitol,  Propilenglicol,  Sal mirística,  Aromatizante natural,  Café liofilizado,  Nueces y sus derivados",1
630,Smoothie Forever Young 907 g,https://www.jumbo.cl/smoot-forever-young-campo-verde-907-gr-2/p,NA,$8.290,Smoothie Quinoa,¡Espectacularmente delicioso!. La mezcla de sabores y nutrientes perfectos para comenzar tu día recargado de energía en base a ingredientes naturales.,"Zanahoria,  Arándano,  Plátano,  Mandarina",1
631,Smoothie Chia Fiber Supremacy 907 g,https://www.jumbo.cl/smoothie-chia-fiber-campo-verde-907-gr/p,NA,$9.990,Smoothie Quinoa,¡Espectacularmente delicioso!. La mezcla de sabores y nutrientes perfectos para comenzar tu día recargado de energía en base a ingredientes naturales.,"Piña,  Plátano,  Manzana,  Hierba luisa,  Apio,  Chía",1
632,Smoothie fit & wellness Campo Verde 907 g,https://www.jumbo.cl/smoothie-fit-wellness-campo-verde-907-gr-2/p,NA,$8.290,Smoothie Quinoa,"Smoothie Fit & Wellness de frutas y vegetales 100% natural, con Espinacas, Mango, Piña y Manzana. Un rica fuente de calcio, fibra, hierro, potasio y magnesio.","Manzana,  Mango,  Piña,  Espinaca",1
633,Smoothie Quinoa Protein Strenght  907 g,https://www.jumbo.cl/smoothie-quinoa-prot-campo-verde-907-gr/p,NA,$8.290,Smoothie Quinoa,¡Espectacularmente delicioso!. La mezcla de sabores y nutrientes perfectos para comenzar tu día recargado de energía en base a ingredientes naturales.,"Piña,  Mango,  Plátano,  Quínoa",1
634,Mousse manjar chocolate familiar 1.3 kg,https://www.jumbo.cl/mousse-manjar-cuk-1-3k/p,NA,$19.790,Mousse Manjar,"Cuk es sinónimo de placeres caseros, con sus exquisitos postres premium. Esta vez, Mousse de manjar chocolate.","Leche evaporada,  Manjar,  Cobertura de chocolate amargo,  Frambuesa,  Gelatina,  Lácteos",1
635,Mousse manjar chocolate 120 g,https://www.jumbo.cl/mousse-manjar-cuk-120g/p,$2.762,$3.249,Mousse Manjar,Los postres Cuk son perfectos para darte ese gustito que tanto esperabas. Ideal para compartir en familia o con amigos.,"Leche evaporada,  Manjar,  Cobertura de chocolate amargo,  Frambuesa,  Gelatina",1
636,Helado artesanal pistacchio 800 ml,https://www.jumbo.cl/helado-biancolatte-pistacchio-800-ml/p,NA,$5.699,Helados Mix Sabores,"El gelato Biancolatte con sabor pistacho, no incluye aire de manera forzada y es realizado a mano en pequeñas producciones. Contiene materias primas naturales de óptima calidad y no tiene saborizantes ni colorantes.","Agua,  Crema de leche,  Azúcar,  Leche en polvo,  Pistachos tostados,  Pistachos,  Almendras,  Glucosa,  Extracto de sésamo,  Sabor idéntico al natural,  Colorante natural clorofila,  Colorante natural cúrcuma,  Colorante natural annato,  Maltodextrina,  Dextrosa,  Proteínas de leche,  Estabilizante mono y diglicéridos de ácidos grasos de aceite de palma,  Estabilizante mono y diglicéridos de ácidos grasos de aceite de maravilla,  Goma garrofín,  Goma guar,  Carragenina,  Colorante natural caramelo,  Sabor caramelo idéntico a natural,  Sorbato de potasio,  Benzoato de sodio,  Leche",1
637,Helado Strawberry Cheesecake 453 ml,https://www.jumbo.cl/helado-ben-jerrys-chocolate-brownie-453-ml/p,NA,$8.249,Helados de Leche,"Helado crema sabor tarta de queso y fresas, con fresas y trocitos de galleta. Hacer el mejor helado posible de la mejor manera posible es nuestra misión. Desde mezclar tropezones & salsas comercio justo con leche de vacas criadas en libertad, es todo parte de nuestro viaje hacia la euforia del helado. Cada viaje necesita un final muy dulce…así que sé bueno y recicla nuestras tarrinas. Muuuuchas gracias desde Ben & Jerry’s!","Crema,  Leche descremada,  Azúcar líquida,  Agua,  Cerezas,  Azúcar,  Yema de huevo,  Aceite de coco,  Cacao,  Cacao en polvo,  Concentrado de frutas para el color,  Goma de guar,  Sabor natural,  Concentrado de jugo de limón,  Carragenano,  Leche entera,  Lecitina de soya,  Leche,  Huevo,  Soya",1
638,Helado cherry garcia 453 ml,https://www.jumbo.cl/helado-ben-jerrys-cherry-garcia-453-ml/p,NA,$8.249,Helados Mix Sabores,"Ben & Jerry's Cherry Helado con cerezas y copos de caramelo. Hecho con ingredientes sin OMG y huevos sin jaula, certificado Kosher, utiliza embalaje de origen responsable. El Helado Ben & Jerry's en un homenaje eufóricamente comestible al guitarrista Jerry García & Grateful Dead fans en todas partes, es el primer helado llamado por una leyenda del rock y el más famoso de nuestros sabores sugeridos por fans.","Crema,  Leche descremada,  Azúcar líquida,  Agua,  Cerezas,  Azúcar,  Yema de huevo,  Aceite de coco,  Cacao,  Cacao en polvo,  Concentrado de frutas para el color,  Goma de guar,  Sabor natural,  Concentrado de jugo de limón,  Carragenano,  Leche entera,  Lecitina de soya,  Leche,  Huevo,  Soya",1
639,Helado dulce de leche premium 1 L,https://www.jumbo.cl/helado-dulce-de-leche-san-francisco-premium-1-l/p,NA,$6.599,Helados Mix Sabores,"Puro helado Súper Premium sabor dulce de leche con vetas de dulce de leche. Helado de textura suave y mucho cuerpo al llevarlo a la boca, no contiene colorante.","Leche entera pasteurizada de vaca,  Crema de leche,  Dulce de leche,  Leche en polvo descremada,  Azúcar,  Jarabe de glucosa,  Sorbato de potasio,  Bicarbonato de sodio,  Glucosa,  Mantequilla sin sal,  Huevos,  Monoglicéridos de ácidos grasos,  Diglicéridos de ácidos grasos,  Goma guar,  Goma de algarrobo,  Carragenina,  Colorante natural caramelo,  Sulfito,  Maltodextrina,  Annato,  Carmín de cochinilla,  Saborizante natural",1
640,Helado frambuesa menta 550 g,https://www.jumbo.cl/helado-emporio-la-rosa-800-cc-frambuesa-menta/p,NA,$7.399,Helados Mix Sabores,"Helado artesanal elaborado en base a agua, preparado con frambuesas y suaves hojas de menta. Una insuperable fusión de sabor y frescura.","Frambuesas seleccionadas,  Agua,  Azúcar,  Dextrosa,  Azúcar invertido,  Hojas de menta,  Mono y diglicéridos,  Goma guar,  Polisorbato,  Carboximetil celulosa,  Carragenina,  ácido ascórbico,  Sorbitol",1
641,Helado suspiro leche 800 ml,https://www.jumbo.cl/helado-biancolatte-suspiro-leche-envase-de-800-ml/p,NA,$5.699,Helados Mix Sabores,"Biancolatte, el helado italiano de alta calidad. Disfruta el delicioso sabor a suspiro de leche, ideal para pasar el calor de este verano.","Agua,  Leche,  Azúcar,  Dextrosa,  Agar,  Bicarbonato de sodio,  Sorbato de potasio,  Crema de leche,  Maltodextrina,  Oligofructosa,  Grasa vegetal hidrogenada y modificada de palma,  Grasa vegetal hidrogenada y modificada de karité,  Cacao en polvo,  Lecitina de soya,  Triestearato de sorbitán,  Saborizante idéntico a natural,  Almidones modificados,  Estabilizante mono y diglicéridos de ácidos grasos de aceite de palma,  Estabilizante mono y diglicéridos de ácidos grasos de aceite de maravilla,  Goma garrofín,  Goma guar,  Carragenina,  Color caramelo,  Sabor idéntico a natural,  Sal,  Glucosa,  Colorante natural caramelo,  Colorante natural annato,  Sabor caramelo idéntico a natural,  Benzoato de sodio,  Soya",1
642,Helado maracuyá 800 ml,https://www.jumbo.cl/helado-biancolatte-sabor-maracuya-envase-de-800-ml/p,NA,$5.699,Helados Mix Sabores,"Biancolatte, el helado italiano de alta calidad. Disfruta el delicioso sabor a maracuyá, ideal para pasar el calor de este verano.",NA,1
643,Zaatar mix 70 g,https://www.jumbo.cl/zaatar-mix-suk70g/p,NA,$1.790,Aderezos,"Delicioso aliño para ensaladas, carnes y distintos tipos de preparaciones. Contiene 70 g.",NA,1
644,Waffle relleno con mango Zole 320 g,https://www.jumbo.cl/waffle-relleno-con-mango-zole-320g-1921538/p,NA,$5.199,Waffles,Encuentra Waffle relleno con mango Zole 320 g y toda la variedad de productos Zole navegando en nuestro sitio web.,NA,1
645,Stracciatella Excellence 2 un. 70 g,https://www.jumbo.cl/stracciatella-excellence-2x70g-1918044/p,NA,$2.599,Postres Únicos/Especiales,Encuentra Stracciatella Excellence 2 un. 70 g y toda la variedad de productos Excellence navegando en nuestro sitio web.,NA,1
646,Torta Al Café Solo Italia 450 g,https://www.jumbo.cl/torta-al-cafe-solo-italia-450g-1918047/p,NA,$6.999,Torta de Bizcocho,Encuentra Torta Al Café Solo Italia 450 g y toda la variedad de productos Solo Italia navegando en nuestro sitio web.,NA,1
647,Plant Based Burger 500 g,https://www.jumbo.cl/plant-based-burger-la-crianza-500g-1929229/p,NA,$5.999,365 días,"Corresponde a mezcla de insumos de origen vegetal condimentado con saborizantes naturales e idéntico a natural, preparados en formato de hamburguesa.",NA,1
648,Pack 4 un. Helado frutos del bosque 60 ml,https://www.jumbo.cl/hel-anhelado-mpack-frut-del-bos-4unx60ml-1905729/p,$4.490,$5.699,1 año,"Gelato artesanal premium de frutos del bosque. A base frutillas, frambuesas, moras y arandanos. Sin ingredientes con gluten, sin ingredientes con lactosa y con ingredientes veganos. Empaque ecofriendly.","Frambuesas,  Frutillas,  Moras silvestres,  Arándanos,  Agua purificada,  Azúcar,  Fibra de maíz soluble,  Jugo de limón,  Azúcar de maíz,  Goma guar,  Almidón de maíz",1
649,Pack 4 un. Helado dulce leche 60 ml,https://www.jumbo.cl/hel-anhelado-mpack-dulce-leche-4unx60ml-1905725/p,$4.490,$5.699,1 año,"Gelato artesanal premium Anhelado de dulce de leche. A base de leche entera, crema de leche y dulce de leche argentino con un toque tostado. Producto sin ingredientes con gluten. Empaque ecofriendly.","Leche,  Dulce de leche,  Crema,  Azúcar,  Leche en polvo descremada,  Azúcar de maíz,  Goma guar,  Almidón,  Productos lácteos",1
650,Pack 4 un. Helado cookies & vainilla 60 ml,https://www.jumbo.cl/hel-anhelado-mpack-cooki-and-vani-4unx60ml-1905727/p,$4.490,$5.699,1 año,Gelato artesanal premium anhelado de cookies and vanilla. A base de vainilla italiana y galletas. Empaque ecofriendly.,"Leche,  Azúcar,  Crema,  Galleta de chocolate (gluten),  Leche en polvo descremada,  Glucosa,  Vainilla,  Almidón modificado,  ácido cítrico,  Azúcar de maíz,  Goma guar,  Almidón de maíz,  Productos lácteos,  Gluten",1
651,Pack 4 un. Helado limón frambuesa 60 ml,https://www.jumbo.cl/hel-anhelado-mpack-limon-framb-4unx60ml-1905730/p,$4.490,$5.699,1 año,"Gelato artesanal premium de limon frambuesa. A base de limón sutil exprimido y frambuesas. Sin ingredientes con gluten, sin ingredientes con lactosa y con ingredientes veganos. Empaque ecofriendly.","Agua purificada,  Jugo exprimido de limón sutil,  Azúcar,  Glucosa,  Frambuesas,  Fibra de maíz soluble,  Azúcar de maíz,  Goma guar,  Almidón de maíz",1
652,Helado chocolate naranja 473 ml,https://www.jumbo.cl/hel-anhelado-chocolate-naranja-473ml-1905722/p,$4.890,$6.499,1 año,Gelato artesanal premium de chocolate naranja. A base de cacao y barra de chocolate organico ecuatoriano y cascara y jugo de naranja. Elaborado sin ingredientes con gluten. Empaque ecofriendly.,"Leche,  Azúcar,  Agua,  Crema de leche,  Cacao al 100%,  Barra de chocolate 100% cacao,  Jarabe de glucosa,  Ralladura de naranja,  Jugo de naranja exprimido,  Azúcar de maíz,  Goma guar,  Almidón de maíz,  Leche y productos lácteos",1
653,Helado cookies & vanilla 473 ml,https://www.jumbo.cl/hel-anhelado-cookies-and-vanilla-473ml-1905721/p,$4.890,$6.499,1 año,Gelato artesanal premium anhelado de cookies and vanilla. A base de vainilla italiana y galletas. Empaque ecofriendly.,"Leche,  Azúcar,  Crema,  Galleta de chocolate (contiene gluten),  Leche en polvo descremada,  Glucosa,  Vainilla,  Almidón modificado,  ácido cítrico,  Azúcar de maíz,  Goma guar,  Almidón de maíz,  Gluten,  Leche y productos lácteos",1
654,Caja hamburguesa de vacuno 600 g,https://www.jumbo.cl/caja-hamb-vac-capital-blend-600g-1921654/p,$7.990,$9.290,Hamburguesas de Vacuno,NA,"Carne de vacuno,  Grasa de vacuno,  Colágeno de vacuno",1
655,Helado mascarpone 375 g,https://www.jumbo.cl/helado-freddo-mascarpone-375gr-1923114/p,$5.694,$6.699,Helados Mix Sabores,NA,NA,1
656,Cupcake chocolate relleno sin gluten 4 un.,https://www.jumbo.cl/cupcake-chocolate-relleno-s-glut-katz-4u-1890063/p,NA,$5.499,Postre de Helado,Encuentra Cupcake chocolate relleno sin gluten 4 un. y toda la variedad de productos Katz navegando en nuestro sitio web.,"Huevos,  Azúcar,  Agua,  Almidón de maíz,  Harina de arroz marrón,  Harina de arroz blanco,  Almidón de tapioca,  Almidón de papas,  Harina de papas,  Aceite de palma,  Aceite de canola,  Cacao,  ácido de sodio pirofosfato,  Bicarbonato de sodio,  Fosfato monocálcico,  Saborizante de vainilla,  Sal,  Goma xantán,  Agar,  Carbonato de calcio,  Sulfato de calcio,  Lecitina de maravilla,  Maíz",1
657,Helado frutilla 460 ml,https://www.jumbo.cl/hel-chocorisimo-frutilla-460ml-1913553/p,NA,$5.590,24 meses,Helado de frutilla al agua.,NA,1
